"Model","Displ","Cyl","Trans","Drive","Fuel","Stnd","Class","APS","City_MPG","Hwy_MPG","Cmb_MPG","GGS","SM","Cmb_CO2","City_MPGe","Hwy_MPGe","Cmb_MPGe","Cmb_CO2e"
"GMC Sierra",3,6,"Auto-10","4WD","Diesel","L3LEV160","pickup",1,22,26,24,4,"No",427,NA,NA,NA,NA
"GMC Sierra",3,6,"Auto-10","4WD","Diesel","T3B160","pickup",1,22,26,24,4,"No",427,NA,NA,NA,NA
"GMC Sierra",4.3,6,"Auto-6","2WD","Gasoline","L3ULEV50","pickup",6,16,21,17,3,"No",523,NA,NA,NA,NA
"GMC Sierra",4.3,6,"Auto-6","2WD","Gasoline","L3ULEV50","special purpose",6,15,19,17,3,"No",523,NA,NA,NA,NA
"GMC Sierra",4.3,6,"Auto-6","2WD","Gasoline","T3B50","pickup",6,16,21,17,3,"No",523,NA,NA,NA,NA
"GMC Sierra",4.3,6,"Auto-6","2WD","Gasoline","T3B50","special purpose",6,15,19,17,3,"No",523,NA,NA,NA,NA
"GMC Sierra",4.3,6,"Auto-6","4WD","Gasoline","L3ULEV50","pickup",6,15,20,17,3,"No",532,NA,NA,NA,NA
"GMC Sierra",4.3,6,"Auto-6","4WD","Gasoline","L3ULEV50","special purpose",6,14,16,15,2,"No",594,NA,NA,NA,NA
"GMC Sierra",4.3,6,"Auto-6","4WD","Gasoline","T3B50","pickup",6,15,20,17,3,"No",532,NA,NA,NA,NA
"GMC Sierra",4.3,6,"Auto-6","4WD","Gasoline","T3B50","special purpose",6,14,16,15,2,"No",594,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-10","4WD","Gasoline","L3ULEV70","pickup",5,16,22,19,3,"No",479,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-10","4WD","Gasoline","T3B70","pickup",5,16,22,19,3,"No",479,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-6","2WD","Ethanol/Gas","L3ULEV125","pickup",3,11,14,12,2,"No",531,15,19,16,545
"GMC Sierra",5.3,8,"Auto-6","2WD","Ethanol/Gas","T3B125","pickup",3,11,14,12,2,"No",531,15,19,16,545
"GMC Sierra",5.3,8,"Auto-6","2WD","Gasoline","L3ULEV70","pickup",5,15,21,17,3,"No",524,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-6","2WD","Gasoline","L3ULEV70","special purpose",5,14,18,15,2,"No",582,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-6","2WD","Gasoline","T3B70","pickup",5,15,21,17,3,"No",524,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-6","2WD","Gasoline","T3B70","special purpose",5,14,18,15,2,"No",582,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-6","4WD","Ethanol/Gas","L3ULEV125","pickup",3,11,14,12,2,"No",523,14,19,16,549
"GMC Sierra",5.3,8,"Auto-6","4WD","Ethanol/Gas","T3B125","pickup",3,11,14,12,2,"No",523,14,19,16,549
"GMC Sierra",5.3,8,"Auto-6","4WD","Gasoline","L3ULEV70","pickup",5,15,20,17,3,"No",530,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-6","4WD","Gasoline","L3ULEV70","special purpose",5,14,17,15,2,"No",593,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-6","4WD","Gasoline","T3B70","pickup",5,15,20,17,3,"No",530,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-6","4WD","Gasoline","T3B70","special purpose",5,14,17,15,2,"No",593,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-8","2WD","Gasoline","L3ULEV70","pickup",5,17,23,19,3,"No",463,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-8","2WD","Gasoline","L3ULEV70","pickup",5,17,24,20,4,"No",448,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-8","2WD","Gasoline","T3B70","pickup",5,17,23,19,3,"No",463,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-8","2WD","Gasoline","T3B70","pickup",5,17,24,20,4,"No",448,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-8","4WD","Gasoline","L3ULEV70","pickup",5,16,22,18,3,"No",490,NA,NA,NA,NA
"GMC Sierra",5.3,8,"Auto-8","4WD","Gasoline","T3B70","pickup",5,16,22,18,3,"No",490,NA,NA,NA,NA
"GMC Sierra",6.2,8,"Auto-10","4WD","Gasoline","L3ULEV125","pickup",3,15,20,17,3,"No",525,NA,NA,NA,NA
"GMC Sierra",6.2,8,"Auto-10","4WD","Gasoline","T3B125","pickup",3,15,20,17,3,"No",525,NA,NA,NA,NA
"GMC Sierra AT4",3,6,"Auto-10","4WD","Diesel","L3LEV160","pickup",1,22,26,24,4,"No",427,NA,NA,NA,NA
"GMC Sierra AT4",3,6,"Auto-10","4WD","Diesel","T3B160","pickup",1,22,26,24,4,"No",427,NA,NA,NA,NA
"GMC Sierra AT4",5.3,8,"Auto-10","4WD","Gasoline","L3ULEV70","pickup",5,16,21,18,3,"No",494,NA,NA,NA,NA
"GMC Sierra AT4",5.3,8,"Auto-10","4WD","Gasoline","T3B70","pickup",5,16,21,18,3,"No",494,NA,NA,NA,NA
"GMC Sierra AT4",5.3,8,"Auto-6","4WD","Gasoline","L3ULEV70","pickup",5,14,18,16,2,"No",556,NA,NA,NA,NA
"GMC Sierra AT4",5.3,8,"Auto-6","4WD","Gasoline","T3B70","pickup",5,14,18,16,2,"No",556,NA,NA,NA,NA
"GMC Sierra AT4",5.3,8,"Auto-8","4WD","Gasoline","L3ULEV70","pickup",5,16,21,18,3,"No",486,NA,NA,NA,NA
"GMC Sierra AT4",5.3,8,"Auto-8","4WD","Gasoline","T3B70","pickup",5,16,21,18,3,"No",486,NA,NA,NA,NA
"GMC Sierra AT4",6.2,8,"Auto-10","4WD","Gasoline","L3ULEV125","pickup",3,15,19,17,3,"No",515,NA,NA,NA,NA
"GMC Sierra AT4",6.2,8,"Auto-10","4WD","Gasoline","T3B125","pickup",3,15,19,17,3,"No",515,NA,NA,NA,NA
"GMC Terrain",1.5,4,"Auto-9","2WD","Gasoline","L3SULEV30","small SUV",7,26,30,27,6,"No",325,NA,NA,NA,NA
"GMC Terrain",1.5,4,"Auto-9","2WD","Gasoline","T3B30","small SUV",7,26,30,27,6,"No",325,NA,NA,NA,NA
"GMC Terrain",1.5,4,"Auto-9","4WD","Gasoline","L3SULEV30","small SUV",7,25,28,26,5,"No",339,NA,NA,NA,NA
"GMC Terrain",1.5,4,"Auto-9","4WD","Gasoline","T3B30","small SUV",7,25,28,26,5,"No",339,NA,NA,NA,NA
"GMC Terrain",2,4,"Auto-9","2WD","Gasoline","L3ULEV70","small SUV",5,22,28,24,5,"No",369,NA,NA,NA,NA
"GMC Terrain",2,4,"Auto-9","2WD","Gasoline","T3B70","small SUV",5,22,28,24,5,"No",369,NA,NA,NA,NA
"GMC Terrain",2,4,"Auto-9","4WD","Gasoline","L3ULEV70","small SUV",5,21,26,23,5,"No",386,NA,NA,NA,NA
"GMC Terrain",2,4,"Auto-9","4WD","Gasoline","T3B70","small SUV",5,21,26,23,5,"No",386,NA,NA,NA,NA
"GMC Yukon 1500",5.3,8,"Auto-6","2WD","Ethanol/Gas","L3ULEV125","standard SUV",3,11,17,13,3,"No",479,15,22,18,505
"GMC Yukon 1500",5.3,8,"Auto-6","2WD","Ethanol/Gas","T3B125","standard SUV",3,11,17,13,3,"No",479,15,22,18,505
"GMC Yukon 1500",5.3,8,"Auto-6","2WD","Gasoline","L3ULEV125","standard SUV",3,15,22,18,3,"No",505,NA,NA,NA,NA
"GMC Yukon 1500",5.3,8,"Auto-6","2WD","Gasoline","T3B125","standard SUV",3,15,22,18,3,"No",505,NA,NA,NA,NA
"GMC Yukon 1500",5.3,8,"Auto-6","4WD","Ethanol/Gas","L3ULEV125","standard SUV",3,11,16,13,3,"No",491,15,21,17,513
"GMC Yukon 1500",5.3,8,"Auto-6","4WD","Ethanol/Gas","T3B125","standard SUV",3,11,16,13,3,"No",491,15,21,17,513
"GMC Yukon 1500",5.3,8,"Auto-6","4WD","Gasoline","L3ULEV125","standard SUV",3,15,21,17,3,"No",525,NA,NA,NA,NA
"GMC Yukon 1500",5.3,8,"Auto-6","4WD","Gasoline","T3B125","standard SUV",3,15,21,17,3,"No",525,NA,NA,NA,NA
"GMC Yukon 1500",6.2,8,"Auto-10","2WD","Gasoline","L3ULEV125","standard SUV",3,14,23,17,3,"No",517,NA,NA,NA,NA
"GMC Yukon 1500",6.2,8,"Auto-10","2WD","Gasoline","T3B125","standard SUV",3,14,23,17,3,"No",517,NA,NA,NA,NA
"GMC Yukon 1500",6.2,8,"Auto-10","4WD","Gasoline","L3ULEV125","standard SUV",3,14,22,17,3,"No",527,NA,NA,NA,NA
"GMC Yukon 1500",6.2,8,"Auto-10","4WD","Gasoline","T3B125","standard SUV",3,14,22,17,3,"No",527,NA,NA,NA,NA
"GMC Yukon 1500 XL",5.3,8,"Auto-6","2WD","Ethanol/Gas","L3ULEV125","standard SUV",3,11,17,13,3,"No",479,15,22,18,505
"GMC Yukon 1500 XL",5.3,8,"Auto-6","2WD","Ethanol/Gas","T3B125","standard SUV",3,11,17,13,3,"No",479,15,22,18,505
"GMC Yukon 1500 XL",5.3,8,"Auto-6","2WD","Gasoline","L3ULEV125","standard SUV",3,15,22,18,3,"No",505,NA,NA,NA,NA
"GMC Yukon 1500 XL",5.3,8,"Auto-6","2WD","Gasoline","T3B125","standard SUV",3,15,22,18,3,"No",505,NA,NA,NA,NA
"GMC Yukon 1500 XL",5.3,8,"Auto-6","4WD","Ethanol/Gas","L3ULEV125","standard SUV",3,11,15,12,2,"No",513,14,21,16,543
"GMC Yukon 1500 XL",5.3,8,"Auto-6","4WD","Ethanol/Gas","T3B125","standard SUV",3,11,15,12,2,"No",513,14,21,16,543
"GMC Yukon 1500 XL",5.3,8,"Auto-6","4WD","Gasoline","L3ULEV125","standard SUV",3,14,21,16,2,"No",547,NA,NA,NA,NA
"GMC Yukon 1500 XL",5.3,8,"Auto-6","4WD","Gasoline","T3B125","standard SUV",3,14,21,16,2,"No",547,NA,NA,NA,NA
"GMC Yukon 1500 XL",6.2,8,"Auto-10","2WD","Gasoline","L3ULEV125","standard SUV",3,14,23,17,3,"No",517,NA,NA,NA,NA
"GMC Yukon 1500 XL",6.2,8,"Auto-10","2WD","Gasoline","T3B125","standard SUV",3,14,23,17,3,"No",517,NA,NA,NA,NA
"GMC Yukon 1500 XL",6.2,8,"Auto-10","4WD","Gasoline","L3ULEV125","standard SUV",3,14,20,16,2,"No",557,NA,NA,NA,NA
"GMC Yukon 1500 XL",6.2,8,"Auto-10","4WD","Gasoline","T3B125","standard SUV",3,14,20,16,2,"No",557,NA,NA,NA,NA
"HONDA Accord",1.5,4,"CVT","2WD","Gasoline","L3SULEV30","large car",7,30,38,33,7,"Yes",266,NA,NA,NA,NA
"HONDA Accord",1.5,4,"CVT","2WD","Gasoline","T3B30","large car",7,30,38,33,7,"Yes",266,NA,NA,NA,NA
"HONDA Accord",1.5,4,"Man-6","2WD","Gasoline","L3ULEV50","large car",6,26,35,30,7,"Yes",298,NA,NA,NA,NA
"HONDA Accord",1.5,4,"Man-6","2WD","Gasoline","T3B50","large car",6,26,35,30,7,"Yes",298,NA,NA,NA,NA
"HONDA Accord",1.5,4,"SCV-7","2WD","Gasoline","L3SULEV30","large car",7,29,35,31,7,"Yes",282,NA,NA,NA,NA
"HONDA Accord",1.5,4,"SCV-7","2WD","Gasoline","T3B30","large car",7,29,35,31,7,"Yes",282,NA,NA,NA,NA
"HONDA Accord",2,4,"CVT","2WD","Gasoline","L3SULEV30","large car",7,48,47,48,10,"Elite",185,NA,NA,NA,NA
"HONDA Accord",2,4,"CVT","2WD","Gasoline","T3B30","large car",7,48,47,48,10,"Elite",185,NA,NA,NA,NA
"HONDA Accord",2,4,"Man-6","2WD","Gasoline","L3ULEV50","large car",6,22,32,26,5,"No",344,NA,NA,NA,NA
"HONDA Accord",2,4,"Man-6","2WD","Gasoline","T3B50","large car",6,22,32,26,5,"No",344,NA,NA,NA,NA
"HONDA Accord",2,4,"SemiAuto-10","2WD","Gasoline","L3SULEV30","large car",7,23,34,27,6,"No",330,NA,NA,NA,NA
"HONDA Accord",2,4,"SemiAuto-10","2WD","Gasoline","T3B30","large car",7,23,34,27,6,"No",330,NA,NA,NA,NA
"HONDA Accord 2.0T Sport/Touring",2,4,"SemiAuto-10","2WD","Gasoline","L3SULEV30","midsize car",7,22,32,26,5,"No",345,NA,NA,NA,NA
"HONDA Accord 2.0T Sport/Touring",2,4,"SemiAuto-10","2WD","Gasoline","T3B30","midsize car",7,22,32,26,5,"No",345,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"CVT","2WD","Gasoline","L3SULEV30","small car",7,31,40,35,8,"Yes",256,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"CVT","2WD","Gasoline","T3B30","small car",7,31,40,35,8,"Yes",256,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"CVT","2WD","Gasoline","L3ULEV125","small car",3,31,40,35,8,"No",256,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"CVT","2WD","Gasoline","T3B125","small car",3,31,40,35,8,"No",256,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"Man-6","2WD","Gasoline","L3ULEV125","small car",3,26,36,30,7,"No",294,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"Man-6","2WD","Gasoline","T3B125","small car",3,26,36,30,7,"No",294,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"SCV-7","2WD","Gasoline","L3SULEV30","small car",7,30,37,33,7,"Yes",269,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"SCV-7","2WD","Gasoline","T3B30","small car",7,30,37,33,7,"Yes",269,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"SCV-7","2WD","Gasoline","L3ULEV125","small car",3,30,37,33,7,"No",269,NA,NA,NA,NA
"HONDA Civic 2Dr",1.5,4,"SCV-7","2WD","Gasoline","T3B125","small car",3,30,37,33,7,"No",269,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"CVT","2WD","Gasoline","L3SULEV30","small car",7,30,38,33,7,"Yes",264,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"CVT","2WD","Gasoline","T3B30","small car",7,30,38,33,7,"Yes",264,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"CVT","2WD","Gasoline","L3ULEV125","small car",3,30,38,33,7,"No",264,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"CVT","2WD","Gasoline","T3B125","small car",3,30,38,33,7,"No",264,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"Man-6","2WD","Gasoline","L3ULEV125","small car",3,25,35,29,6,"No",304,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"Man-6","2WD","Gasoline","T3B125","small car",3,25,35,29,6,"No",304,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"SCV-7","2WD","Gasoline","L3SULEV30","small car",7,29,36,32,7,"Yes",280,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"SCV-7","2WD","Gasoline","T3B30","small car",7,29,36,32,7,"Yes",280,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"SCV-7","2WD","Gasoline","L3ULEV125","small car",3,29,36,32,7,"No",280,NA,NA,NA,NA
"HONDA Civic 2Dr",2,4,"SCV-7","2WD","Gasoline","T3B125","small car",3,29,36,32,7,"No",280,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"CVT","2WD","Gasoline","L3SULEV30","midsize car",7,32,42,36,8,"Yes",248,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"CVT","2WD","Gasoline","T3B30","midsize car",7,32,42,36,8,"Yes",248,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"CVT","2WD","Gasoline","L3ULEV125","midsize car",3,32,42,36,8,"No",248,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"CVT","2WD","Gasoline","T3B125","midsize car",3,32,42,36,8,"No",248,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"Man-6","2WD","Gasoline","L3ULEV125","midsize car",3,26,36,30,7,"No",294,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"Man-6","2WD","Gasoline","T3B125","midsize car",3,26,36,30,7,"No",294,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"SCV-7","2WD","Gasoline","L3SULEV30","midsize car",7,30,38,33,7,"Yes",266,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"SCV-7","2WD","Gasoline","T3B30","midsize car",7,30,38,33,7,"Yes",266,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"SCV-7","2WD","Gasoline","L3ULEV125","midsize car",3,30,38,33,7,"No",266,NA,NA,NA,NA
"HONDA Civic 4Dr",1.5,4,"SCV-7","2WD","Gasoline","T3B125","midsize car",3,30,38,33,7,"No",266,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"CVT","2WD","Gasoline","L3SULEV30","midsize car",7,30,38,33,7,"Yes",268,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"CVT","2WD","Gasoline","T3B30","midsize car",7,30,38,33,7,"Yes",268,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"CVT","2WD","Gasoline","L3ULEV125","midsize car",3,30,38,33,7,"No",268,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"CVT","2WD","Gasoline","T3B125","midsize car",3,30,38,33,7,"No",268,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"Man-6","2WD","Gasoline","L3ULEV125","midsize car",3,25,36,29,6,"No",300,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"Man-6","2WD","Gasoline","T3B125","midsize car",3,25,36,29,6,"No",300,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"SCV-7","2WD","Gasoline","L3SULEV30","midsize car",7,29,37,32,7,"Yes",276,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"SCV-7","2WD","Gasoline","T3B30","midsize car",7,29,37,32,7,"Yes",276,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"SCV-7","2WD","Gasoline","L3ULEV125","midsize car",3,29,37,32,7,"No",276,NA,NA,NA,NA
"HONDA Civic 4Dr",2,4,"SCV-7","2WD","Gasoline","T3B125","midsize car",3,29,37,32,7,"No",276,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"CVT","2WD","Gasoline","L3SULEV30","large car",7,31,40,34,8,"Yes",259,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"CVT","2WD","Gasoline","T3B30","large car",7,31,40,34,8,"Yes",259,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"CVT","2WD","Gasoline","L3ULEV125","large car",3,31,40,34,8,"No",259,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"CVT","2WD","Gasoline","T3B125","large car",3,31,40,34,8,"No",259,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"Man-6","2WD","Gasoline","L3ULEV125","large car",3,29,37,32,7,"No",274,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"Man-6","2WD","Gasoline","T3B125","large car",3,29,37,32,7,"No",274,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"SCV-7","2WD","Gasoline","L3SULEV30","large car",7,29,35,32,7,"Yes",279,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"SCV-7","2WD","Gasoline","T3B30","large car",7,29,35,32,7,"Yes",279,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"SCV-7","2WD","Gasoline","L3ULEV125","large car",3,29,35,32,7,"No",279,NA,NA,NA,NA
"HONDA Civic 5Dr",1.5,4,"SCV-7","2WD","Gasoline","T3B125","large car",3,29,35,32,7,"No",279,NA,NA,NA,NA
"HONDA HR-V",1.8,4,"CVT","2WD","Gasoline","L3ULEV70","station wagon",5,28,34,30,7,"Yes",292,NA,NA,NA,NA
"HONDA HR-V",1.8,4,"CVT","2WD","Gasoline","T3B70","station wagon",5,28,34,30,7,"Yes",292,NA,NA,NA,NA
"HONDA HR-V",1.8,4,"CVT","4WD","Gasoline","L3ULEV70","station wagon",5,27,31,29,6,"No",311,NA,NA,NA,NA
"HONDA HR-V",1.8,4,"CVT","4WD","Gasoline","T3B70","station wagon",5,27,31,29,6,"No",311,NA,NA,NA,NA
"HONDA HR-V",1.8,4,"SCV-7","2WD","Gasoline","L3ULEV70","station wagon",5,28,34,30,7,"Yes",292,NA,NA,NA,NA
"HONDA HR-V",1.8,4,"SCV-7","2WD","Gasoline","T3B70","station wagon",5,28,34,30,7,"Yes",292,NA,NA,NA,NA
"HONDA HR-V",1.8,4,"SCV-7","4WD","Gasoline","L3ULEV70","station wagon",5,26,31,28,6,"No",314,NA,NA,NA,NA
"HONDA HR-V",1.8,4,"SCV-7","4WD","Gasoline","T3B70","station wagon",5,26,31,28,6,"No",314,NA,NA,NA,NA
"HONDA Insight",1.5,4,"CVT","2WD","Gasoline","L3SULEV30","midsize car",7,55,49,52,10,"Elite",170,NA,NA,NA,NA
"HONDA Insight",1.5,4,"CVT","2WD","Gasoline","T3B30","midsize car",7,55,49,52,10,"Elite",170,NA,NA,NA,NA
"HONDA Insight Touring",1.5,4,"CVT","2WD","Gasoline","L3SULEV30","midsize car",7,51,45,48,10,"Elite",184,NA,NA,NA,NA
"HONDA Insight Touring",1.5,4,"CVT","2WD","Gasoline","T3B30","midsize car",7,51,45,48,10,"Elite",184,NA,NA,NA,NA
"HONDA Odyssey",3.5,6,"SemiAuto-10","2WD","Gasoline","L3ULEV70","minivan",5,19,28,22,4,"No",394,NA,NA,NA,NA
"HONDA Odyssey",3.5,6,"SemiAuto-10","2WD","Gasoline","T3B70","minivan",5,19,28,22,4,"No",394,NA,NA,NA,NA
"HONDA Pilot",3.5,6,"Auto-6","2WD","Gasoline","L3ULEV125","small SUV",3,19,27,22,4,"No",405,NA,NA,NA,NA
"HONDA Pilot",3.5,6,"Auto-6","2WD","Gasoline","T3B125","small SUV",3,19,27,22,4,"No",405,NA,NA,NA,NA
"HONDA Pilot",3.5,6,"Auto-6","4WD","Gasoline","L3ULEV125","small SUV",3,18,26,21,4,"No",421,NA,NA,NA,NA
"HONDA Pilot",3.5,6,"Auto-6","4WD","Gasoline","T3B125","small SUV",3,18,26,21,4,"No",421,NA,NA,NA,NA
"HONDA Pilot",3.5,6,"SemiAuto-9","2WD","Gasoline","L3ULEV125","small SUV",3,20,27,23,5,"No",388,NA,NA,NA,NA
"HONDA Pilot",3.5,6,"SemiAuto-9","2WD","Gasoline","T3B125","small SUV",3,20,27,23,5,"No",388,NA,NA,NA,NA
"HONDA Pilot",3.5,6,"SemiAuto-9","4WD","Gasoline","L3ULEV125","small SUV",3,19,26,22,4,"No",407,NA,NA,NA,NA
"HONDA Pilot",3.5,6,"SemiAuto-9","4WD","Gasoline","T3B125","small SUV",3,19,26,22,4,"No",407,NA,NA,NA,NA
"HYUNDAI Accent",1.6,4,"CVT","2WD","Gasoline","L3ULEV125","small car",3,33,41,36,8,"No",248,NA,NA,NA,NA
"HYUNDAI Accent",1.6,4,"CVT","2WD","Gasoline","T3B125","small car",3,33,41,36,8,"No",248,NA,NA,NA,NA
"HYUNDAI Accent",1.6,4,"Man-6","2WD","Gasoline","L3ULEV125","small car",3,29,39,33,7,"No",273,NA,NA,NA,NA
"HYUNDAI Accent",1.6,4,"Man-6","2WD","Gasoline","T3B125","small car",3,29,39,33,7,"No",273,NA,NA,NA,NA
"HYUNDAI Elantra",1.4,4,"AutoMan-7","2WD","Gasoline","L3ULEV125","midsize car",3,33,41,36,8,"No",250,NA,NA,NA,NA
"HYUNDAI Elantra",1.4,4,"AutoMan-7","2WD","Gasoline","T3B125","midsize car",3,33,41,36,8,"No",250,NA,NA,NA,NA
"HYUNDAI Elantra",1.6,4,"AutoMan-7","2WD","Gasoline","L3ULEV70","midsize car",5,26,33,29,6,"No",310,NA,NA,NA,NA
"HYUNDAI Elantra",1.6,4,"AutoMan-7","2WD","Gasoline","T3B70","midsize car",5,26,33,29,6,"No",310,NA,NA,NA,NA
"HYUNDAI Elantra",2,4,"CVT","2WD","Gasoline","L3SULEV30","midsize car",7,30,40,34,8,"Yes",264,NA,NA,NA,NA
"HYUNDAI Elantra",2,4,"CVT","2WD","Gasoline","T3B30","midsize car",7,30,40,34,8,"Yes",264,NA,NA,NA,NA
"HYUNDAI Elantra",2,4,"CVT","2WD","Gasoline","L3ULEV70","midsize car",5,30,40,34,8,"Yes",264,NA,NA,NA,NA
"HYUNDAI Elantra",2,4,"CVT","2WD","Gasoline","T3B70","midsize car",5,30,40,34,8,"Yes",264,NA,NA,NA,NA
"HYUNDAI Elantra GT",1.6,4,"AMS-7","2WD","Gasoline","L3ULEV70","large car",5,25,32,28,6,"No",322,NA,NA,NA,NA
"HYUNDAI Elantra GT",1.6,4,"AMS-7","2WD","Gasoline","T3B70","large car",5,25,32,28,6,"No",322,NA,NA,NA,NA
"HYUNDAI Elantra GT",1.6,4,"Man-6","2WD","Gasoline","L3ULEV70","large car",5,23,30,26,5,"No",352,NA,NA,NA,NA
"HYUNDAI Elantra GT",1.6,4,"Man-6","2WD","Gasoline","T3B70","large car",5,23,30,26,5,"No",352,NA,NA,NA,NA
"HYUNDAI Elantra GT",2,4,"SemiAuto-6","2WD","Gasoline","L3ULEV70","large car",5,25,32,27,6,"No",327,NA,NA,NA,NA
"HYUNDAI Elantra GT",2,4,"SemiAuto-6","2WD","Gasoline","T3B70","large car",5,25,32,27,6,"No",327,NA,NA,NA,NA
"HYUNDAI Elantra SE",2,4,"CVT","2WD","Gasoline","L3SULEV30","midsize car",7,31,41,35,8,"Yes",259,NA,NA,NA,NA
"HYUNDAI Elantra SE",2,4,"CVT","2WD","Gasoline","T3B30","midsize car",7,31,41,35,8,"Yes",259,NA,NA,NA,NA
"HYUNDAI Elantra SE",2,4,"CVT","2WD","Gasoline","L3ULEV70","midsize car",5,31,41,35,8,"Yes",259,NA,NA,NA,NA
"HYUNDAI Elantra SE",2,4,"CVT","2WD","Gasoline","T3B70","midsize car",5,31,41,35,8,"Yes",259,NA,NA,NA,NA
"HYUNDAI Ioniq Electric",NA,NA,"Auto-1","2WD","Electricity","T3B0","midsize car",10,NA,NA,NA,10,"Elite",NA,145,121,133,0
"HYUNDAI Ioniq Electric",NA,NA,"Auto-1","2WD","Electricity","ZEV","midsize car",10,NA,NA,NA,10,"Elite",NA,145,121,133,0
"HYUNDAI Kona",1.6,4,"AutoMan-7","2WD","Gasoline","L3ULEV70","small SUV",5,28,32,30,7,"Yes",303,NA,NA,NA,NA
"HYUNDAI Kona",1.6,4,"AutoMan-7","2WD","Gasoline","T3B70","small SUV",5,28,32,30,7,"Yes",303,NA,NA,NA,NA
"HYUNDAI Kona",1.6,4,"AutoMan-7","4WD","Gasoline","L3ULEV70","small SUV",5,26,29,27,6,"No",324,NA,NA,NA,NA
"HYUNDAI Kona",1.6,4,"AutoMan-7","4WD","Gasoline","T3B70","small SUV",5,26,29,27,6,"No",324,NA,NA,NA,NA
"HYUNDAI Kona",2,4,"SemiAuto-6","2WD","Gasoline","L3ULEV70","small SUV",5,27,33,30,7,"Yes",300,NA,NA,NA,NA
"HYUNDAI Kona",2,4,"SemiAuto-6","2WD","Gasoline","T3B70","small SUV",5,27,33,30,7,"Yes",300,NA,NA,NA,NA
"HYUNDAI Kona",2,4,"SemiAuto-6","4WD","Gasoline","L3ULEV70","small SUV",5,26,30,28,6,"No",324,NA,NA,NA,NA
